,Feature,true,internal,external,internal-diff,external-diff,Source,Algorithm,Dimension,Stat
12002,dissim-7 bd2 dim-4 max,0.0337642643065328,0.0434469946647493,0.0263827989257688,-0.0096827303582165,0.0073814653807639,dissim-7,bd2,dim-4,max
14318,dissim-13 betti dim-3 kurtosis,0.0366191241628244,0.0433507045800071,0.0315888023270872,-0.0067315804171827,0.0050303218357372,dissim-13,betti,dim-3,kurtosis
9857,dissim-3 landscape dim-4 norm-2,0.0313239813869011,0.0433431943063396,0.0232091180700878,-0.0120192129194384,0.0081148633168132,dissim-3,landscape,dim-4,norm-2
10041,dissim-3 amplitude-landscape-2-1 dim-4,0.0313239813869011,0.0433431943063396,0.0232091180700878,-0.0120192129194384,0.0081148633168132,dissim-3,amplitude-landscape-2-1,dim-4,
12462,dissim-8 bd2 dim-4 kurtosis,0.0091329911727574,0.0432435155988256,0.0091138661490544,-0.0341105244260682,1.912502370297192e-05,dissim-8,bd2,dim-4,kurtosis
7999,channel-38 betti dim-2 skew,0.0340610187958078,0.0431048253629514,0.0319405094642127,-0.0090438065671436,0.002120509331595,channel-38,betti,dim-2,skew
17756,dissim-20 amplitude-silhouette-1-1 dim-4,0.0390652053347762,0.0430375493871113,0.043849706339854,-0.003972344052335,-0.0047845010050777,dissim-20,amplitude-silhouette-1-1,dim-4,
17604,dissim-20 silhouette-1 dim-4 mean,0.0390652053347762,0.0430375493871113,0.043849706339854,-0.003972344052335,-0.0047845010050777,dissim-20,silhouette-1,dim-4,mean
17612,dissim-20 silhouette-1 dim-4 norm-1,0.0390652053347762,0.0430375493871113,0.043849706339854,-0.003972344052335,-0.0047845010050777,dissim-20,silhouette-1,dim-4,norm-1
17606,dissim-20 silhouette-1 dim-4 sum,0.0390652053347762,0.0430375493871113,0.043849706339854,-0.003972344052335,-0.0047845010050777,dissim-20,silhouette-1,dim-4,sum
16251,dissim-17 silhouette-1 dim-4 kurtosis,0.0261127494109739,0.0430320608475079,0.0176831290190206,-0.0169193114365339,0.0084296203919532,dissim-17,silhouette-1,dim-4,kurtosis
10199,dissim-3 bd2 dim-4 norm-1,0.0231320090544347,0.0430051792195293,0.0253297877836601,-0.0198731701650946,-0.0021977787292253,dissim-3,bd2,dim-4,norm-1
10193,dissim-3 bd2 dim-4 sum,0.0231320090544347,0.0430051792195293,0.0253297877836601,-0.0198731701650946,-0.0021977787292253,dissim-3,bd2,dim-4,sum
10200,dissim-3 bd2 dim-4 norm-2,0.0231320090544347,0.0430051792195293,0.0253297877836601,-0.0198731701650946,-0.0021977787292253,dissim-3,bd2,dim-4,norm-2
1691,channel-8 betti dim-2 max,0.0398752414329399,0.0429792241905689,0.035430695945167,-0.0031039827576289,0.0044445454877729,channel-8,betti,dim-2,max
17368,dissim-19 life dim-3 kurtosis,0.0283395572038326,0.0428941513916535,0.0277257855070167,-0.0145545941878209,0.0006137716968159,dissim-19,life,dim-3,kurtosis
10708,dissim-5 betti dim-4 norm-2,0.0229798339684924,0.0428849721233097,0.0194333001342853,-0.0199051381548173,0.003546533834207,dissim-5,betti,dim-4,norm-2
10700,dissim-5 betti dim-4 std,0.0229798339684924,0.0428849721233097,0.0194333001342853,-0.0199051381548173,0.003546533834207,dissim-5,betti,dim-4,std
8444,dissim-0 betti dim-5 max,0.018046127572307,0.0428693230006354,0.0167869401600079,-0.0248231954283284,0.001259187412299,dissim-0,betti,dim-5,max
18606,dissim-22 amplitude-wasserstein-1 dim-4,0.0374180329737183,0.0428331261364691,0.0329494352182078,-0.0054150931627508,0.0044685977555105,dissim-22,amplitude-wasserstein-1,dim-4,
18740,dissim-22 life dim-4 norm-1,0.0374180329737183,0.0428331261364691,0.0329494352182078,-0.0054150931627508,0.0044685977555105,dissim-22,life,dim-4,norm-1
18734,dissim-22 life dim-4 sum,0.0374180329737183,0.0428331261364691,0.0329494352182078,-0.0054150931627508,0.0044685977555105,dissim-22,life,dim-4,sum
12410,dissim-8 life dim-5 norm-2,0.0172224247459547,0.0428027008782947,0.0229121706391985,-0.02558027613234,-0.0056897458932438,dissim-8,life,dim-5,norm-2
12272,dissim-8 amplitude-wasserstein-2 dim-5,0.0172224247459547,0.0428027008782947,0.0229121706391985,-0.02558027613234,-0.0056897458932438,dissim-8,amplitude-wasserstein-2,dim-5,
8762,dissim-0 life dim-3 skew,0.0231371308217649,0.0427616485202285,0.0206077769200593,-0.0196245176984636,0.0025293539017055,dissim-0,life,dim-3,skew
12592,dissim-9 silhouette-1 dim-1 median,0.017379905944822,0.0427372743115749,0.0167221899508913,-0.0253573683667529,0.0006577159939306,dissim-9,silhouette-1,dim-1,median
13856,dissim-12 betti dim-2 norm-1,0.04196262865421,0.0427250737460549,0.0338442776590367,-0.0007624450918449,0.0081183509951732,dissim-12,betti,dim-2,norm-1
12506,dissim-9 betti dim-3 kurtosis,0.0353740835384578,0.0427243543938102,0.0375401779380408,-0.0073502708553523,-0.0021660943995829,dissim-9,betti,dim-3,kurtosis
9849,dissim-3 landscape dim-4 std,0.032449419225547,0.0427169777319853,0.0235288222498723,-0.0102675585064383,0.0089205969756746,dissim-3,landscape,dim-4,std
8453,dissim-0 betti dim-5 norm-1,0.0248508469064489,0.0427063285134167,0.0200486064284965,-0.0178554816069677,0.0048022404779524,dissim-0,betti,dim-5,norm-1
16533,dissim-17 bd2 dim-4 mean,0.039225845880057,0.0425594077637167,0.0357884247121647,-0.0033335618836597,0.0034374211678922,dissim-17,bd2,dim-4,mean
12167,dissim-8 silhouette-1 dim-4 max,0.0416610084298195,0.0425018907431141,0.0392204348224445,-0.0008408823132946,0.0024405736073749,dissim-8,silhouette-1,dim-4,max
14971,dissim-14 numberofpoints dim-5,0.0285948351856537,0.0424890320839281,0.023778492681232,-0.0138941968982743,0.0048163425044216,dissim-14,numberofpoints,dim-5,
11318,dissim-6 silhouette-2 dim-4 std,0.024106711355189,0.0424842774772365,0.0231364547164208,-0.0183775661220475,0.0009702566387681,dissim-6,silhouette-2,dim-4,std
16536,dissim-17 bd2 dim-4 percentile-25,0.0334088054664711,0.0424769187497183,0.0275280819116286,-0.0090681132832471,0.0058807235548425,dissim-17,bd2,dim-4,percentile-25
13412,dissim-11 betti dim-3 kurtosis,0.0249756987287473,0.0424485898526175,0.0281196311117828,-0.0174728911238702,-0.0031439323830355,dissim-11,betti,dim-3,kurtosis
16483,dissim-17 life dim-5 percentile-75,0.0158983488893597,0.0424329798884418,0.0165038657383919,-0.0265346309990821,-0.0006055168490322,dissim-17,life,dim-5,percentile-75
15485,dissim-15 amplitude-landscape-2-2 dim-5,0.022513869520053,0.0423312209803991,0.0196754646850769,-0.019817351460346,0.002838404834976,dissim-15,amplitude-landscape-2-2,dim-5,
11093,dissim-5 bd2 dim-3 skew,0.014683586067148,0.0423031841474178,0.0141580843134237,-0.0276195980802697,0.0005255017537242,dissim-5,bd2,dim-3,skew
15304,dissim-15 landscape dim-5 norm-2,0.0236253939616529,0.0422372367356104,0.0202473393751005,-0.0186118427739575,0.0033780545865523,dissim-15,landscape,dim-5,norm-2
15296,dissim-15 landscape dim-5 std,0.0236253939616529,0.0422372367356104,0.0202473393751005,-0.0186118427739575,0.0033780545865523,dissim-15,landscape,dim-5,std
15478,dissim-15 amplitude-landscape-2-1 dim-5,0.0236253939616529,0.0422372367356104,0.0202473393751005,-0.0186118427739575,0.0033780545865523,dissim-15,amplitude-landscape-2-1,dim-5,
14711,dissim-13 bd2 dim-3 std,0.0431508272686351,0.0421329042657236,0.0311075611366273,0.0010179230029114,0.0120432661320078,dissim-13,bd2,dim-3,std
9799,dissim-3 betti dim-4 kurtosis,0.0161731452740583,0.0421247348659948,0.0148996658283931,-0.0259515895919365,0.0012734794456652,dissim-3,betti,dim-4,kurtosis
15581,dissim-15 life dim-5 norm-2,0.0203756287065024,0.042094606840049,0.0202578781070923,-0.0217189781335466,0.00011775059941,dissim-15,life,dim-5,norm-2
15443,dissim-15 amplitude-wasserstein-2 dim-5,0.0203756287065024,0.042094606840049,0.0202578781070923,-0.0217189781335466,0.00011775059941,dissim-15,amplitude-wasserstein-2,dim-5,
15471,dissim-15 amplitude-landscape-1-2 dim-5,0.0203756287065024,0.042094606840049,0.0202578781070923,-0.0217189781335466,0.00011775059941,dissim-15,amplitude-landscape-1-2,dim-5,
12300,dissim-8 amplitude-landscape-1-2 dim-5,0.0178540357501067,0.0420894327466316,0.0233087819352727,-0.0242353969965248,-0.005454746185166,dissim-8,amplitude-landscape-1-2,dim-5,
18727,dissim-22 life dim-3 kurtosis,0.02644745523224,0.0420805678937861,0.0194427058856493,-0.0156331126615461,0.0070047493465906,dissim-22,life,dim-3,kurtosis
16981,dissim-18 bd2 dim-3 kurtosis,0.0340048091233926,0.0420660470447015,0.0320977533218563,-0.0080612379213088,0.0019070558015363,dissim-18,bd2,dim-3,kurtosis
18406,dissim-22 betti dim-4 kurtosis,0.0208280560414579,0.0420545405695069,0.0079448068408581,-0.021226484528049,0.0128832492005997,dissim-22,betti,dim-4,kurtosis
10205,dissim-3 bd2 dim-5 percentile-25,0.0094116578191497,0.0420290962937881,0.0081049203111223,-0.0326174384746383,0.0013067375080274,dissim-3,bd2,dim-5,percentile-25
16010,dissim-16 life dim-3 skew,0.0255312330916847,0.0420157336748005,0.026765873107677,-0.0164845005831158,-0.0012346400159922,dissim-16,life,dim-3,skew
12904,dissim-9 bd2 dim-3 kurtosis,0.0314383305469261,0.0420094463758254,0.0320703663924459,-0.0105711158288993,-0.0006320358455198,dissim-9,bd2,dim-3,kurtosis
14297,dissim-13 betti dim-1 skew,0.0326883102990468,0.0419939855064233,0.031497048219812,-0.0093056752073764,0.0011912620792348,dissim-13,betti,dim-1,skew
11317,dissim-6 silhouette-2 dim-4 mean,0.0262841607388816,0.0419764676940218,0.02684411615882,-0.0156923069551402,-0.0005599554199384,dissim-6,silhouette-2,dim-4,mean
11319,dissim-6 silhouette-2 dim-4 sum,0.0262841607388816,0.0419764676940218,0.02684411615882,-0.0156923069551402,-0.0005599554199384,dissim-6,silhouette-2,dim-4,sum
11325,dissim-6 silhouette-2 dim-4 norm-1,0.0262841607388816,0.0419764676940218,0.02684411615882,-0.0156923069551402,-0.0005599554199384,dissim-6,silhouette-2,dim-4,norm-1
11421,dissim-6 amplitude-silhouette-1-2 dim-4,0.0262841607388816,0.0419764676940218,0.02684411615882,-0.0156923069551402,-0.0005599554199384,dissim-6,amplitude-silhouette-1-2,dim-4,
7789,channel-37 betti dim-2 skew,0.0455743294558258,0.0419355319370231,0.0420747971082336,0.0036387975188026,0.0034995323475922,channel-37,betti,dim-2,skew
11800,dissim-7 numberofpoints dim-5,0.0266870864349015,0.041869832816083,0.0274154842087568,-0.0151827463811815,-0.0007283977738552,dissim-7,numberofpoints,dim-5,
2128,channel-10 landscape dim-1 percentile-75,0.0111102322904503,0.0418502985795324,0.0089366102134424,-0.0307400662890821,0.0021736220770078,channel-10,landscape,dim-1,percentile-75
2150,channel-10 silhouette-1 dim-1 percentile-75,0.0111102322904503,0.0418502985795324,0.0089366102134424,-0.0307400662890821,0.0021736220770078,channel-10,silhouette-1,dim-1,percentile-75
2172,channel-10 silhouette-2 dim-1 percentile-75,0.0111102322904503,0.0418502985795324,0.0089366102134424,-0.0307400662890821,0.0021736220770078,channel-10,silhouette-2,dim-1,percentile-75
11435,dissim-6 amplitude-silhouette-2-2 dim-4,0.0238708324992994,0.0418276216164625,0.0230163312624895,-0.0179567891171631,0.0008545012368099,dissim-6,amplitude-silhouette-2-2,dim-4,
11326,dissim-6 silhouette-2 dim-4 norm-2,0.0238708324992994,0.0418276216164625,0.0230163312624895,-0.0179567891171631,0.0008545012368099,dissim-6,silhouette-2,dim-4,norm-2
17661,dissim-20 silhouette-2 dim-4 sum,0.0379715114369448,0.0418161470103342,0.0396655859758743,-0.0038446355733893,-0.0016940745389294,dissim-20,silhouette-2,dim-4,sum
17763,dissim-20 amplitude-silhouette-1-2 dim-4,0.0379715114369448,0.0418161470103342,0.0396655859758743,-0.0038446355733893,-0.0016940745389294,dissim-20,amplitude-silhouette-1-2,dim-4,
17659,dissim-20 silhouette-2 dim-4 mean,0.0379715114369448,0.0418161470103342,0.0396655859758743,-0.0038446355733893,-0.0016940745389294,dissim-20,silhouette-2,dim-4,mean
17667,dissim-20 silhouette-2 dim-4 norm-1,0.0379715114369448,0.0418161470103342,0.0396655859758743,-0.0038446355733893,-0.0016940745389294,dissim-20,silhouette-2,dim-4,norm-1
10788,dissim-5 silhouette-1 dim-2 std,0.0442818536373971,0.0417248987402456,0.0273697958565776,0.0025569548971515,0.0169120577808195,dissim-5,silhouette-1,dim-2,std
10718,dissim-5 betti dim-5 norm-1,0.0307164404096346,0.0416601030909709,0.0256824248857534,-0.0109436626813363,0.0050340155238812,dissim-5,betti,dim-5,norm-1
17378,dissim-19 life dim-4 percentile-75,0.0362090672187456,0.0416527714326827,0.039043467541631,-0.0054437042139371,-0.0028344003228853,dissim-19,life,dim-4,percentile-75
14198,dissim-12 life dim-3 skew,0.0248139154760226,0.0416092666516848,0.0325090860825951,-0.0167953511756622,-0.0076951706065724,dissim-12,life,dim-3,skew
15464,dissim-15 amplitude-landscape-1-1 dim-5,0.0200377329323456,0.041462229004516,0.0197738659203363,-0.0214244960721704,0.0002638670120092,dissim-15,amplitude-landscape-1-1,dim-5,
15297,dissim-15 landscape dim-5 sum,0.0200377329323456,0.041462229004516,0.0197738659203363,-0.0214244960721704,0.0002638670120092,dissim-15,landscape,dim-5,sum
15295,dissim-15 landscape dim-5 mean,0.0200377329323456,0.041462229004516,0.0197738659203363,-0.0214244960721704,0.0002638670120092,dissim-15,landscape,dim-5,mean
15303,dissim-15 landscape dim-5 norm-1,0.0200377329323456,0.041462229004516,0.0197738659203363,-0.0214244960721704,0.0002638670120092,dissim-15,landscape,dim-5,norm-1
7632,channel-36 silhouette-2 dim-1 percentile-75,0.0098318222627196,0.0414576149290461,0.0087090890306301,-0.0316257926663265,0.0011227332320894,channel-36,silhouette-2,dim-1,percentile-75
7588,channel-36 landscape dim-1 percentile-75,0.0098318222627196,0.0414576149290461,0.0087090890306301,-0.0316257926663265,0.0011227332320894,channel-36,landscape,dim-1,percentile-75
7610,channel-36 silhouette-1 dim-1 percentile-75,0.0098318222627196,0.0414576149290461,0.0087090890306301,-0.0316257926663265,0.0011227332320894,channel-36,silhouette-1,dim-1,percentile-75
12844,dissim-9 life dim-4 std,0.0275471563680012,0.0414573476742376,0.0303983680654492,-0.0139101913062363,-0.002851211697448,dissim-9,life,dim-4,std
8913,dissim-1 landscape dim-1 median,0.0299967125570658,0.0414068786763809,0.0256526004580635,-0.0114101661193151,0.0043441120990022,dissim-1,landscape,dim-1,median
14059,dissim-12 entropy dim-4,0.0342503997017306,0.0414031963655806,0.0351870807988251,-0.0071527966638499,-0.0009366810970944,dissim-12,entropy,dim-4,
16252,dissim-17 silhouette-1 dim-4 skew,0.0269321620516883,0.0413717899379117,0.0161513186847043,-0.0144396278862234,0.010780843366984,dissim-17,silhouette-1,dim-4,skew
17150,dissim-19 silhouette-1 dim-4 max,0.0357091691005976,0.0413634181260642,0.039955232012372,-0.0056542490254666,-0.0042460629117743,dissim-19,silhouette-1,dim-4,max
16470,dissim-17 life dim-4 percentile-25,0.0282823993158764,0.0413411314026584,0.0228084862866499,-0.013058732086782,0.0054739130292265,dissim-17,life,dim-4,percentile-25
17434,dissim-19 bd2 dim-3 kurtosis,0.0283469261685271,0.0412856911883921,0.0324019514701512,-0.0129387650198649,-0.004055025301624,dissim-19,bd2,dim-3,kurtosis
8952,dissim-1 landscape dim-5 max,0.02201139607496,0.041272166694762,0.0249495633411439,-0.0192607706198019,-0.0029381672661839,dissim-1,landscape,dim-5,max
12974,dissim-10 betti dim-5 max,0.0124667488693577,0.0412574073668643,0.0190528015406291,-0.0287906584975065,-0.0065860526712714,dissim-10,betti,dim-5,max
8000,channel-38 betti dim-2 norm-1,0.0305431055892589,0.0412495441531939,0.0430609653357045,-0.010706438563935,-0.0125178597464455,channel-38,betti,dim-2,norm-1
16341,dissim-17 amplitude-wasserstein-1 dim-4,0.0268813613972648,0.0412473548237773,0.0252775164339601,-0.0143659934265125,0.0016038449633046,dissim-17,amplitude-wasserstein-1,dim-4,
16469,dissim-17 life dim-4 sum,0.0268813613972648,0.0412473548237773,0.0252775164339601,-0.0143659934265125,0.0016038449633046,dissim-17,life,dim-4,sum
16475,dissim-17 life dim-4 norm-1,0.0268813613972648,0.0412473548237773,0.0252775164339601,-0.0143659934265125,0.0016038449633046,dissim-17,life,dim-4,norm-1
17660,dissim-20 silhouette-2 dim-4 std,0.0380424807506162,0.0412411407582168,0.0429490724095476,-0.0031986600076006,-0.0049065916589314,dissim-20,silhouette-2,dim-4,std
15345,dissim-15 silhouette-1 dim-4 kurtosis,0.034826660757708,0.0412204692673955,0.0360941644720338,-0.0063938085096875,-0.0012675037143257,dissim-15,silhouette-1,dim-4,kurtosis
15551,dissim-15 life dim-3 std,0.0222922834382734,0.0411295619618172,0.0222805274059765,-0.0188372785235437,1.175603229690292e-05,dissim-15,life,dim-3,std
18848,dissim-23 betti dim-3 kurtosis,0.0357157673022501,0.0410974615354034,0.0288109934776216,-0.0053816942331533,0.0069047738246284,dissim-23,betti,dim-3,kurtosis
15556,dissim-15 life dim-3 kurtosis,0.0289751677642941,0.0410881814000624,0.0319263653164372,-0.0121130136357682,-0.0029511975521431,dissim-15,life,dim-3,kurtosis
16528,dissim-17 bd2 dim-3 kurtosis,0.0263190526635963,0.04102022137246,0.0246434118863535,-0.0147011687088636,0.0016756407772428,dissim-17,bd2,dim-3,kurtosis
8834,dissim-0 bd2 dim-4 sum,0.0288421581846036,0.0409795829068713,0.0327506357605076,-0.0121374247222677,-0.003908477575904,dissim-0,bd2,dim-4,sum
8840,dissim-0 bd2 dim-4 norm-1,0.0288421581846036,0.0409795829068713,0.0327506357605076,-0.0121374247222677,-0.003908477575904,dissim-0,bd2,dim-4,norm-1
10241,dissim-4 betti dim-3 kurtosis,0.0274032378491063,0.0409626803432184,0.0230399545195082,-0.0135594424941121,0.004363283329598,dissim-4,betti,dim-3,kurtosis
12499,dissim-9 betti dim-3 max,0.0307109014712562,0.0409565212621806,0.030132521083832,-0.0102456197909244,0.0005783803874242,dissim-9,betti,dim-3,max
11624,dissim-7 betti dim-5 norm-1,0.0252299664228831,0.040949786428165,0.025780373881006,-0.0157198200052819,-0.0005504074581228,dissim-7,betti,dim-5,norm-1
12910,dissim-9 bd2 dim-4 std,0.0274426357525993,0.0409378959500467,0.0224993647299379,-0.0134952601974474,0.0049432710226613,dissim-9,bd2,dim-4,std
15574,dissim-15 life dim-5 sum,0.0214266720584595,0.0409036830505647,0.0226607981061715,-0.0194770109921051,-0.001234126047712,dissim-15,life,dim-5,sum
15436,dissim-15 amplitude-wasserstein-1 dim-5,0.0214266720584595,0.0409036830505647,0.0226607981061715,-0.0194770109921051,-0.001234126047712,dissim-15,amplitude-wasserstein-1,dim-5,
15580,dissim-15 life dim-5 norm-1,0.0214266720584595,0.0409036830505647,0.0226607981061715,-0.0194770109921051,-0.001234126047712,dissim-15,life,dim-5,norm-1
15294,dissim-15 landscape dim-5 max,0.0227399819110842,0.0408916082214541,0.0194382615225589,-0.0181516263103699,0.0033017203885253,dissim-15,landscape,dim-5,max
9101,dissim-1 amplitude-wasserstein-2 dim-5,0.0203689583765801,0.0408297966028821,0.0226463858113407,-0.020460838226302,-0.0022774274347605,dissim-1,amplitude-wasserstein-2,dim-5,
9239,dissim-1 life dim-5 norm-2,0.0203689583765801,0.0408297966028821,0.0226463858113407,-0.020460838226302,-0.0022774274347605,dissim-1,life,dim-5,norm-2
14775,dissim-14 betti dim-4 max,0.033000767241446,0.0408256681789861,0.0303695436018491,-0.00782490093754,0.0026312236395968,dissim-14,betti,dim-4,max
4421,channel-21 betti dim-2 max,0.0301521561309007,0.0408244214199386,0.0274627233068522,-0.0106722652890378,0.0026894328240485,channel-21,betti,dim-2,max
8841,dissim-0 bd2 dim-4 norm-2,0.0289982976933462,0.0408019837409943,0.0329265116661977,-0.011803686047648,-0.0039282139728515,dissim-0,bd2,dim-4,norm-2
