,Feature,IV,IVs
84,channel-0 silhouette-2 dim-2 kurtosis,0.24808986665859434,"[0.6165660205699749, 0.3857441404544917, 0.1028986680437799, 0.3086072582690423, 0.22144760864509258, 0.13014062131232348, 0.03156406180240164, 0.18775055417164796]"
85,channel-0 silhouette-2 dim-2 skew,0.27050583967568037,"[0.7134045453736311, 0.45532616507975165, 0.10701944704908184, 0.3058085787194194, 0.2324239527966475, 0.14884825323916168, 0.033275631522574005, 0.1679401436251758]"
86,channel-0 silhouette-2 dim-2 norm-1,0.35880062722543515,"[1.0988436316188774, 0.5388319289912802, 0.0958094807644013, 0.4403128986522106, 0.40633482765187623, 0.07649456329489196, 0.06179347680865094, 0.15198421002129228]"
87,channel-0 silhouette-2 dim-2 norm-2,0.27938230745822623,"[0.8034987264879765, 0.45405729127611905, 0.09193759016815077, 0.38398371251893876, 0.2500398961937643, 0.025014423449565996, 0.06203815918722165, 0.16448866038407242]"
88,channel-0 entropy dim-1,0.2774899038213171,"[0.7697224964366336, 0.4107937990329983, 0.16221948498042307, 0.34860863082253085, 0.24017955323263407, 0.05816394456091483, 0.06962014488119553, 0.1606111766232069]"
89,channel-0 entropy dim-2,0.07400331081259415,"[0.15841288688621488, 0.041369876469853434, 0.053139905159459724, 0.07838273594982341, 0.08751037056094088, 0.071276046166359, 0.04587408200220777, 0.056060583305894154]"
90,channel-0 numberofpoints dim-1,0.04513783099742662,"[0.05694228891340575, 0.050079784024877276, 0.035145965473741235, 0.023547759866036418, 0.04237165508818083, 0.012376302413980432, 0.07341560365233663, 0.06722328854685439]"
91,channel-0 numberofpoints dim-2,0.05191842615253919,"[0.09928094666945941, 0.03810959003549196, 0.02448473858129062, 0.04375236107691585, 0.051326108918782434, 0.0573045107070825, 0.033975509228060446, 0.0671136440032303]"
92,channel-0 amplitude-bottleneck dim-1,0.6006096392347731,"[1.708995111648106, 0.9894161158888202, 0.2888678510007377, 0.6442351722401978, 0.5885813798696952, 0.13849096159198007, 0.14185282793097323, 0.3044376937076739]"
93,channel-0 amplitude-bottleneck dim-2,0.3684292209942238,"[1.086862470877773, 0.5894547711139553, 0.09389956322348841, 0.4701444103057641, 0.3783525854938549, 0.0666125573622498, 0.07930409506997048, 0.18280331450673484]"
94,channel-0 amplitude-bottleneck norm-1,0.63638533445462,"[1.832823648913502, 0.9966679406212534, 0.17508180961197656, 0.6954094646625254, 0.6592940236266345, 0.18968207273480667, 0.16303440727575355, 0.37908930819050823]"
95,channel-0 amplitude-bottleneck norm-2,0.6138907841922576,"[1.7642826565623861, 1.025806299929785, 0.189949518118532, 0.6976715708427929, 0.6327919413027293, 0.14442419978575893, 0.15265025947979385, 0.30354982751628334]"
96,channel-0 amplitude-wasserstein-1 dim-1,0.7018153598637221,"[2.136571965273601, 1.063575719246177, 0.2858221484972979, 0.8497452530696372, 0.6348549571246275, 0.1409699909927597, 0.16994320355212797, 0.33303964115354856]"
97,channel-0 amplitude-wasserstein-1 dim-2,0.2936762514534538,"[0.823698967822678, 0.427619760676593, 0.05573293413695157, 0.4123527184280676, 0.35791425875984406, 0.058068891825044516, 0.051297051927051515, 0.16272542805139992]"
98,channel-0 amplitude-wasserstein-1 norm-1,0.6837626287503704,"[2.0834493734787842, 1.0241199116924435, 0.26197016392714273, 0.8452572607103287, 0.5725352874750425, 0.1636899249707947, 0.17473229027718692, 0.34434681747124013]"
99,channel-0 amplitude-wasserstein-1 norm-2,0.6981381323292675,"[2.1372052499187153, 1.0193652732457035, 0.27642065311179603, 0.8554209396609378, 0.6285459716002294, 0.145851215672325, 0.16735622678709575, 0.35493952863733663]"
100,channel-0 amplitude-wasserstein-2 dim-1,0.825160052497102,"[2.4417444539863133, 1.3172555230823049, 0.383548120601006, 0.8705266622945239, 0.7866900950758492, 0.21468411175070393, 0.24593994682262, 0.3408915063634948]"
101,channel-0 amplitude-wasserstein-2 dim-2,0.411609292486613,"[1.2921212166842655, 0.6161567723372006, 0.10057528067608287, 0.567716396172683, 0.41667850605261214, 0.0365055044958813, 0.09252105063521157, 0.17059961283896694]"
102,channel-0 amplitude-wasserstein-2 norm-1,0.7868158116280849,"[2.376677486614639, 1.1813959064085815, 0.2916082207135365, 0.9681258115633887, 0.6778605241716248, 0.25215199536106514, 0.1829784255938331, 0.36372812259801046]"
103,channel-0 amplitude-wasserstein-2 norm-2,0.8215331843284588,"[2.414590663308628, 1.3333620776765929, 0.3693099799868252, 0.9450168323061441, 0.6985877647592232, 0.22322178727300662, 0.24010885204211604, 0.3480675172751344]"
104,channel-0 amplitude-betti-1 dim-1,0.7023003606264537,"[2.0945370907564738, 1.0636088096363594, 0.326443180909081, 0.819383977302215, 0.6354554395918717, 0.1754076488695398, 0.14034431763981345, 0.36322242030627555]"
105,channel-0 amplitude-betti-1 dim-2,0.28169004047814444,"[0.8864407521104489, 0.3751078538821031, 0.04926457592953518, 0.3933701835672145, 0.2933885189818524, 0.0429589467191178, 0.05956849167376807, 0.15342100096111563]"
106,channel-0 amplitude-betti-1 norm-1,0.6763115015829503,"[2.0170379425983707, 0.9969416907783809, 0.2804905930899122, 0.838057318267373, 0.5982422219160612, 0.17008822777557564, 0.16737143024014836, 0.3422625879977801]"
107,channel-0 amplitude-betti-1 norm-2,0.6936674140593184,"[2.093515083664089, 1.049307362205872, 0.31627068911614076, 0.7872677946962588, 0.6282739365225899, 0.17905542379984546, 0.13915330527193778, 0.35649571719781353]"
108,channel-0 amplitude-betti-2 dim-1,0.26781466257756165,"[0.727011483360988, 0.3677145020359518, 0.12831745937343644, 0.3895463173418688, 0.2460265930051302, 0.04006615663990776, 0.05449915900869197, 0.18933562985451804]"
109,channel-0 amplitude-betti-2 dim-2,0.12175990402420599,"[0.34058896938769917, 0.12891997468215766, 0.04144738174613662, 0.16711056951961684, 0.12837329210677503, 0.06210872886658657, 0.012760493967414858, 0.09276982191726116]"
110,channel-0 amplitude-betti-2 norm-1,0.25733524039809497,"[0.7013536136645876, 0.3756889658750753, 0.0924020545795268, 0.3913726902489424, 0.20657054367135966, 0.023381612288373273, 0.056508974644271306, 0.21140346821262324]"
111,channel-0 amplitude-betti-2 norm-2,0.2696464229289535,"[0.7397094428213302, 0.372213131408682, 0.12586334688615866, 0.3973359073523197, 0.23676193213630134, 0.0434138875631167, 0.052023485651088726, 0.18985024961263106]"
112,channel-0 amplitude-landscape-1-1 dim-1,0.7785361133556461,"[2.0856334065863935, 1.3424016528132583, 0.27785819662184985, 0.807666146987543, 0.8394032775427837, 0.2510994535824167, 0.18763258086665452, 0.43659419184426973]"
113,channel-0 amplitude-landscape-1-1 dim-2,0.5023838425864476,"[1.6419294743540123, 0.7433127865423275, 0.14919028077883353, 0.6107169863275276, 0.5018982476938982, 0.06742416627540826, 0.08283038607227089, 0.22176841264730274]"
114,channel-0 amplitude-landscape-1-1 norm-1,0.840200520977329,"[2.291519545570712, 1.3477302854427204, 0.2911135727966576, 0.9086831554283462, 0.8527419178305492, 0.2635527331575001, 0.24896598033307066, 0.5172969772590751]"
115,channel-0 amplitude-landscape-1-1 norm-2,0.791138116135891,"[2.143177740459643, 1.3366256022853715, 0.2926859996107013, 0.8511238667645821, 0.8509491850448762, 0.21565502839520412, 0.20114299071296785, 0.4377445158137821]"
116,channel-0 amplitude-landscape-1-2 dim-1,0.7887812692924414,"[2.20482404285816, 1.3115636077382118, 0.30128291964730675, 0.8012415609456982, 0.7708670752663889, 0.23407667601832985, 0.21100433745197725, 0.4753899344134591]"
117,channel-0 amplitude-landscape-1-2 dim-2,0.46377727517324174,"[1.500077864086268, 0.7068503663453951, 0.11993995724053332, 0.5916281044292168, 0.4374258105554632, 0.06499863460776936, 0.08738159582324724, 0.20191586829804115]"
118,channel-0 amplitude-landscape-1-2 norm-1,0.8455253990385008,"[2.352464927524979, 1.3986138700522668, 0.30345769839804104, 0.9397432533124102, 0.810783848752867, 0.2636262255806883, 0.22674083081540763, 0.4687725378713456]"
119,channel-0 amplitude-landscape-1-2 norm-2,0.8058991239801483,"[2.2537269870706274, 1.3236588019373783, 0.30065230041004654, 0.8564088204694591, 0.7974353509295594, 0.22077150139935026, 0.20741356246408446, 0.4871256671606814]"
120,channel-0 amplitude-landscape-2-1 dim-1,0.7797605645318466,"[2.194610100881178, 1.2896920693103398, 0.30461947390974214, 0.7863723992380792, 0.8729823186064505, 0.21383889191824623, 0.20246447959311836, 0.3735047827976195]"
121,channel-0 amplitude-landscape-2-1 dim-2,0.4431247617504338,"[1.3677555762962252, 0.7140604351984501, 0.11951244504646538, 0.5289093231104725, 0.46263770379830743, 0.09111424894705714, 0.0914630274269767, 0.16954533417951598]"
122,channel-0 amplitude-landscape-2-1 norm-1,0.8139167621789931,"[2.242084029111284, 1.3301359203712955, 0.30535427131489523, 0.8929666017660636, 0.8556241254385507, 0.24587981810922446, 0.24914315855987168, 0.39014617276075986]"
123,channel-0 amplitude-landscape-2-1 norm-2,0.8011287931873654,"[2.22820645284142, 1.3468847913301145, 0.28349478590646116, 0.8320609035747639, 0.8767887383349389, 0.2329623989824749, 0.2294397740438386, 0.37919250048491066]"
124,channel-0 amplitude-landscape-2-2 dim-1,0.789869968848405,"[2.236857041356776, 1.2658258143899093, 0.3126234524139898, 0.8301982155685972, 0.8157154802024049, 0.21353259883029638, 0.22929047375733777, 0.4149166742679293]"
125,channel-0 amplitude-landscape-2-2 dim-2,0.4236187859717374,"[1.3326590226276172, 0.6409215667781611, 0.10673981220663095, 0.538007324181017, 0.45225829919234706, 0.0872470138678276, 0.0719113132800593, 0.15920593564023913]"
126,channel-0 amplitude-landscape-2-2 norm-1,0.83070844070039,"[2.3723927176580553, 1.313590051772278, 0.29312036288384585, 0.8922040181089623, 0.8340261198349838, 0.2851978787839119, 0.254292333839486, 0.4008440427215972]"
127,channel-0 amplitude-landscape-2-2 norm-2,0.8095814273689991,"[2.2998677532475567, 1.290384607785603, 0.28297824624840767, 0.8605665552107786, 0.8213410597777948, 0.2845475377571991, 0.20686910422813082, 0.4300965546965219]"
128,channel-0 amplitude-silhouette-1-1 dim-1,0.7636660781286917,"[2.118850001883862, 1.2409566966973855, 0.35722156075283346, 0.7928971516094965, 0.7821420512256116, 0.21576509560751522, 0.22900754052876307, 0.37248852672406585]"
129,channel-0 amplitude-silhouette-1-1 dim-2,0.4100906115212005,"[1.2247679625349863, 0.6592812941465587, 0.1252605075733853, 0.5198514625650028, 0.42043079740598677, 0.04864168967680198, 0.09077085847886537, 0.1917203197880169]"
130,channel-0 amplitude-silhouette-1-1 norm-1,0.7678848168027147,"[2.2430284552446986, 1.1140378216935454, 0.3290169955716376, 0.9382143098490081, 0.6815776757539755, 0.18683724153679335, 0.2857044201026933, 0.3646616146693659]"
131,channel-0 amplitude-silhouette-1-1 norm-2,0.7693616921119912,"[2.2078961358515437, 1.1981168781331457, 0.3368097558051647, 0.8358007078588653, 0.7623817387360697, 0.18743684063061775, 0.2541756595319736, 0.3722758203485496]"
132,channel-0 amplitude-silhouette-1-2 dim-1,0.6995966080145909,"[2.016195948613374, 1.0458598169919346, 0.3226593350749376, 0.7306097539054385, 0.7616955724541101, 0.1647734603818444, 0.2211355602772668, 0.33384341641782084]"
