index,name,score,mean,variance,unique_values,edges,min_stage_length
2908,channel-31 life all max,0.1733249543465104,9.270150430032606e-06,2.1998218542188028e-11,1046,"[0, 359, 550, 671, 864, 1046]",121.0
2909,channel-31 life all mean,0.2134732693049156,1.0865272139116008e-06,1.2263223904058217e-13,1046,"[0, 46, 552, 673, 842, 1046]",46.0
2910,channel-31 life all std,0.1594779378260932,1.4291188879510408e-06,4.11485204365112e-13,1046,"[0, 46, 485, 682, 864, 1046]",46.0
2911,channel-31 life all sum,0.2603700211265919,7.784594596098143e-05,7.443993118642746e-10,1046,"[0, 307, 555, 681, 854, 1046]",126.0
2912,channel-31 life all norm-1,0.2603700211265919,7.784594596098143e-05,7.443993118642746e-10,1046,"[0, 307, 555, 681, 854, 1046]",126.0
2913,channel-31 life all norm-2,0.2407956527736751,1.5155083253076031e-05,3.336560267289778e-11,1046,"[0, 307, 553, 682, 864, 1046]",129.0
2914,channel-31 life dim-1 max,0.1741396732987052,9.269670239437014e-06,2.200218526138541e-11,1046,"[0, 346, 550, 671, 864, 1046]",121.0
2915,channel-31 life dim-1 mean,0.2194946347075926,1.1359261178500217e-06,1.2397167141871266e-13,1046,"[0, 46, 552, 681, 838, 1046]",46.0
2916,channel-31 life dim-1 std,0.1447644567265865,1.464236356353492e-06,4.2944192744354973e-13,1046,"[0, 315, 485, 682, 873, 1046]",170.0
2917,channel-31 life dim-1 sum,0.257855492236742,7.516199655537394e-05,6.998382405586031e-10,1046,"[0, 340, 558, 681, 864, 1046]",123.0
2918,channel-31 life dim-1 norm-1,0.257855492236742,7.516199655537394e-05,6.998382405586031e-10,1046,"[0, 340, 558, 681, 864, 1046]",123.0
2919,channel-31 life dim-1 norm-2,0.2466762201919473,1.505122137462168e-05,3.272231540683298e-11,1046,"[0, 46, 553, 681, 853, 1046]",46.0
2920,channel-31 life dim-2 max,-0.0294053321914281,1.156020129067449e-06,1.6441563784999965e-12,1034,"[0, 143, 510, 698, 883, 1046]",143.0
2921,channel-31 life dim-2 mean,0.0633753334249571,5.376267880288358e-07,4.2680441052925924e-13,1035,"[0, 180, 458, 711, 864, 1046]",153.0
2922,channel-31 life dim-2 std,0.0016239287702862,3.559559319808145e-07,2.445403272176011e-13,978,"[0, 183, 519, 725, 883, 1046]",158.0
2923,channel-31 life dim-2 sum,0.0430229352395813,2.683949405607487e-06,4.159004769064169e-12,1035,"[0, 193, 412, 697, 840, 1046]",143.0
2924,channel-31 life dim-2 norm-1,0.0430229352395813,2.683949405607487e-06,4.159004769064169e-12,1035,"[0, 193, 412, 697, 840, 1046]",143.0
2925,channel-31 life dim-2 norm-2,-0.0043646833882693,1.436413352285034e-06,1.7183152386469796e-12,1035,"[0, 150, 518, 705, 875, 1046]",150.0
2926,channel-31 bd2 all max,0.2196538037107413,1.6467480210664985e-05,4.6596902326106206e-11,1046,"[0, 124, 554, 682, 800, 1046]",118.0
2927,channel-31 bd2 all mean,0.2843220252488821,8.193194029022507e-06,6.250090675366092e-12,1046,"[0, 341, 553, 681, 839, 1046]",128.0
2928,channel-31 bd2 all std,0.11521369277134,2.391752725249567e-06,1.471651523266247e-12,1046,"[0, 127, 552, 682, 821, 1046]",127.0
2929,channel-31 bd2 all sum,0.2628111746879766,0.000592386513064,4.489134514632123e-08,1046,"[0, 554, 677, 796, 891, 1046]",95.0
2930,channel-31 bd2 all norm-1,0.2628111746879766,0.000592386513064,4.489134514632123e-08,1046,"[0, 554, 677, 796, 891, 1046]",95.0
2931,channel-31 bd2 all norm-2,0.3645572202702947,7.243752888031096e-05,5.652508811999144e-10,1046,"[0, 553, 682, 791, 977, 1046]",69.0
2932,channel-31 bd2 dim-1 max,0.2440385714824845,1.3822283261668916e-05,2.7028033415604408e-11,1046,"[0, 200, 554, 681, 800, 1046]",119.0
2933,channel-31 bd2 dim-1 mean,0.320985149571836,7.915269766733625e-06,5.739036085322425e-12,1046,"[0, 205, 552, 681, 800, 1046]",119.0
2934,channel-31 bd2 dim-1 std,0.0820223676568845,2.0376237502646785e-06,1.0665187360442381e-12,1046,"[0, 106, 546, 681, 821, 1046]",106.0
2935,channel-31 bd2 dim-1 sum,0.2907444572828271,0.0005288914590503,3.8301621972473136e-08,1046,"[0, 553, 681, 791, 864, 1046]",73.0
2936,channel-31 bd2 dim-1 norm-1,0.2907444572828271,0.0005288914590503,3.8301621972473136e-08,1046,"[0, 553, 681, 791, 864, 1046]",73.0
2937,channel-31 bd2 dim-1 norm-2,0.3543783311019364,6.668451957602812e-05,4.90062378796962e-10,1046,"[0, 553, 667, 801, 977, 1046]",69.0
2938,channel-31 bd2 dim-2 max,0.132417025740555,1.5303334005764912e-05,5.2196677913004006e-11,1035,"[0, 150, 541, 674, 854, 1046]",133.0
2939,channel-31 bd2 dim-2 mean,0.1222484465586234,1.1859641186498808e-05,3.2196417058086344e-11,1035,"[0, 127, 552, 682, 864, 1046]",127.0
2940,channel-31 bd2 dim-2 std,0.065197124849107,2.38464123562508e-06,4.304002502385247e-12,978,"[0, 42, 492, 696, 794, 1046]",42.0
2941,channel-31 bd2 dim-2 sum,0.0899108750202592,6.349505401368484e-05,1.4226732546302734e-09,1035,"[0, 189, 402, 697, 785, 1046]",88.0
2942,channel-31 bd2 dim-2 norm-1,0.0899108750202592,6.349505401368484e-05,1.4226732546302734e-09,1035,"[0, 189, 402, 697, 785, 1046]",88.0
2943,channel-31 bd2 dim-2 norm-2,0.0869894225375921,2.694936448002462e-05,1.4936160691572986e-10,1035,"[0, 46, 552, 682, 821, 1046]",46.0
2944,channel-32 entropy dim-1,0.1383343614856602,-0.3562662164669338,0.0010735571433819,1046,"[0, 193, 554, 664, 789, 1046]",110.0
2945,channel-32 entropy dim-2,0.0072220449729368,-0.1025325820744053,0.002184741174391,986,"[0, 53, 257, 473, 729, 1046]",53.0
2946,channel-32 numberofpoints dim-1,0.0547713439965501,51.32791586998088,98.33543048478124,56,"[0, 105, 408, 657, 866, 1046]",105.0
2947,channel-32 numberofpoints dim-2,0.0092570430386757,5.509560229445507,8.606128610244527,18,"[0, 184, 451, 745, 918, 1046]",128.0
2948,channel-32 amplitude-bottleneck dim-1,0.0877071713995228,3.0933942052293337e-06,2.9760672057078013e-12,1046,"[0, 51, 217, 545, 671, 1046]",51.0
2949,channel-32 amplitude-bottleneck dim-2,-0.0007418170566187,4.989718588869061e-07,2.326654426822408e-13,1037,"[0, 160, 521, 708, 984, 1046]",62.0
2950,channel-32 amplitude-bottleneck norm-1,0.0923221877097537,3.59236606411624e-06,3.5620266117791266e-12,1046,"[0, 52, 217, 545, 671, 1046]",52.0
2951,channel-32 amplitude-bottleneck norm-2,0.0909681303846206,3.1632874651639327e-06,3.0202254688453967e-12,1046,"[0, 51, 217, 545, 671, 1046]",51.0
2952,channel-32 amplitude-wasserstein-1 dim-1,0.2876402211754117,2.899136315820787e-05,1.198075553915921e-10,1046,"[0, 199, 552, 682, 798, 1046]",116.0
2953,channel-32 amplitude-wasserstein-1 dim-2,-0.0388266768555089,1.1700828472246064e-06,7.469858108950306e-13,1037,"[0, 74, 541, 675, 868, 1046]",74.0
2954,channel-32 amplitude-wasserstein-1 norm-1,0.2802929087713224,3.0161446005432474e-05,1.2949226500746028e-10,1046,"[0, 199, 554, 682, 778, 1046]",96.0
2955,channel-32 amplitude-wasserstein-1 norm-2,0.2871109629641026,2.9023831052892152e-05,1.2003951147588648e-10,1046,"[0, 219, 554, 682, 798, 1046]",116.0
2956,channel-32 amplitude-wasserstein-2 dim-1,0.1401517963688742,5.9321890130680045e-06,5.589544751079638e-12,1046,"[0, 141, 552, 682, 917, 1046]",129.0
2957,channel-32 amplitude-wasserstein-2 dim-2,0.0339486083885896,6.245014780151032e-07,2.613466201521463e-13,1037,"[0, 151, 523, 680, 827, 1046]",147.0
2958,channel-32 amplitude-wasserstein-2 norm-1,0.174423909218004,6.556690491083108e-06,6.891352551272292e-12,1046,"[0, 82, 537, 681, 861, 1046]",82.0
2959,channel-32 amplitude-wasserstein-2 norm-2,0.1018184821633287,5.979179350737364e-06,5.681011837023002e-12,1046,"[0, 137, 552, 682, 952, 1046]",94.0
2960,channel-32 amplitude-betti-1 dim-1,0.2488289003645061,5.793058993625265e-05,4.853186663188703e-10,104,"[0, 198, 554, 682, 864, 1046]",128.0
2961,channel-32 amplitude-betti-1 dim-2,-0.0161375008025503,2.3668666754314105e-06,3.44715994214188e-12,20,"[0, 64, 477, 682, 853, 1046]",64.0
2962,channel-32 amplitude-betti-1 norm-1,0.2684753717601063,6.029745661168407e-05,5.243770289014154e-10,549,"[0, 172, 554, 681, 790, 1046]",109.0
2963,channel-32 amplitude-betti-1 norm-2,0.2768419875728848,5.800165909967285e-05,4.861261525792693e-10,549,"[0, 240, 554, 682, 792, 1046]",110.0
2964,channel-32 amplitude-betti-2 dim-1,0.1911627352937898,0.0251054660468241,6.099301368797322e-05,713,"[0, 342, 555, 682, 789, 1046]",107.0
2965,channel-32 amplitude-betti-2 dim-2,0.0048151231613984,0.0016591990414395,9.247229405647378e-07,43,"[0, 124, 406, 616, 903, 1046]",124.0
2966,channel-32 amplitude-betti-2 norm-1,0.1541302252650549,0.0267646650882636,6.796727211452534e-05,997,"[0, 193, 555, 682, 863, 1046]",127.0
2967,channel-32 amplitude-betti-2 norm-2,0.1103428214581286,0.0251762355063197,6.111149846402974e-05,997,"[0, 170, 555, 682, 911, 1046]",127.0
2968,channel-32 amplitude-landscape-1-1 dim-1,0.0491350247499522,1.5681563410693324e-11,3.2573202892649523e-22,1046,"[0, 81, 217, 480, 671, 1046]",81.0
2969,channel-32 amplitude-landscape-1-1 dim-2,0.0289374056626836,5.994069131716993e-13,2.138158864395702e-24,966,"[0, 164, 327, 529, 759, 1046]",163.0
2970,channel-32 amplitude-landscape-1-1 norm-1,0.0379761885382437,1.6280970323865022e-11,3.368236331704519e-22,1046,"[0, 75, 220, 478, 664, 1046]",75.0
2971,channel-32 amplitude-landscape-1-1 norm-2,0.049874247350283,1.5737383151181374e-11,3.2647434453677897e-22,1046,"[0, 81, 217, 480, 671, 1046]",81.0
2972,channel-32 amplitude-landscape-1-2 dim-1,0.0522861569204467,2.2559071073169328e-11,4.977154092140496e-22,1046,"[0, 58, 182, 505, 674, 1046]",58.0
2973,channel-32 amplitude-landscape-1-2 dim-2,0.0258858551865692,6.46122393531002e-13,2.3025049921191915e-24,966,"[0, 164, 327, 529, 759, 1046]",163.0
2974,channel-32 amplitude-landscape-1-2 norm-1,0.0419782849161764,2.3205193466700327e-11,5.160677983706724e-22,1046,"[0, 50, 217, 545, 671, 1046]",50.0
2975,channel-32 amplitude-landscape-1-2 norm-2,0.1195020122629046,2.2598489480719333e-11,4.986540453377824e-22,1046,"[0, 197, 404, 543, 671, 1046]",128.0
2976,channel-32 amplitude-landscape-2-1 dim-1,0.0567165899752847,5.44530473062187e-09,1.97522919147844e-17,1046,"[0, 51, 217, 545, 671, 1046]",51.0
2977,channel-32 amplitude-landscape-2-1 dim-2,0.1054405104903126,3.9664101307238505e-10,4.410513459418627e-19,966,"[0, 164, 284, 660, 792, 1046]",120.0
2978,channel-32 amplitude-landscape-2-1 norm-1,0.0601735223538183,5.841945743694255e-09,2.138770663011499e-17,1046,"[0, 51, 217, 545, 667, 1046]",51.0
2979,channel-32 amplitude-landscape-2-1 norm-2,0.0516500648313597,5.48809802828744e-09,1.988249381601629e-17,1046,"[0, 51, 217, 480, 671, 1046]",51.0
2980,channel-32 amplitude-landscape-2-2 dim-1,0.0704252116967307,6.2224552740307836e-09,2.192591905539193e-17,1046,"[0, 51, 217, 543, 686, 1046]",51.0
2981,channel-32 amplitude-landscape-2-2 dim-2,0.0183925320922281,4.055813712925856e-10,4.480458153218047e-19,966,"[0, 122, 282, 486, 747, 1046]",122.0
2982,channel-32 amplitude-landscape-2-2 norm-1,0.0989544986303402,6.628036645323369e-09,2.390369794051005e-17,1046,"[0, 81, 197, 545, 671, 1046]",81.0
2983,channel-32 amplitude-landscape-2-2 norm-2,0.0767112043291285,6.2595608946549385e-09,2.207502236698078e-17,1046,"[0, 83, 220, 498, 668, 1046]",83.0
2984,channel-32 amplitude-silhouette-1-1 dim-1,0.0080866877262161,3.2799748815045584e-12,2.766497414289064e-23,1046,"[0, 99, 285, 409, 600, 1046]",99.0
2985,channel-32 amplitude-silhouette-1-1 dim-2,0.0928320444665361,3.335090453512813e-13,1.3532537766422882e-24,966,"[0, 164, 405, 660, 785, 1046]",125.0
2986,channel-32 amplitude-silhouette-1-1 norm-1,0.0100500564745148,3.61348392685584e-12,3.040402627721412e-23,1046,"[0, 106, 306, 536, 706, 1046]",106.0
2987,channel-32 amplitude-silhouette-1-1 norm-2,-0.0103139537177453,3.379369702972487e-12,2.846702487403794e-23,1046,"[0, 79, 271, 419, 620, 1046]",79.0
2988,channel-32 amplitude-silhouette-1-2 dim-1,0.1540338732631988,6.929896769040449e-12,1.3465922159768128e-22,1046,"[0, 122, 179, 304, 671, 1046]",57.0
2989,channel-32 amplitude-silhouette-1-2 dim-2,0.1252187355135317,4.19427527816434e-13,1.8449132830568056e-24,966,"[0, 164, 302, 405, 759, 1046]",103.0
2990,channel-32 amplitude-silhouette-1-2 norm-1,0.0289904664469287,7.349324296856882e-12,1.3884839448677424e-22,1046,"[0, 55, 175, 345, 633, 1046]",55.0
2991,channel-32 amplitude-silhouette-1-2 norm-2,0.0633831427782069,7.0265848539428324e-12,1.3532950587945e-22,1046,"[0, 81, 179, 304, 600, 1046]",81.0
2992,channel-32 amplitude-silhouette-2-1 dim-1,-0.0085368117503086,1.1887046290355202e-09,1.6332703801175506e-18,1046,"[0, 65, 259, 427, 620, 1046]",65.0
2993,channel-32 amplitude-silhouette-2-1 dim-2,0.0805115085716195,2.19826149226084e-10,2.7777526602035374e-19,966,"[0, 164, 405, 660, 785, 1046]",125.0
2994,channel-32 amplitude-silhouette-2-1 norm-1,-0.005486450025901,1.4085307782616043e-09,2.125239155744709e-18,1046,"[0, 59, 270, 459, 656, 1046]",59.0
2995,channel-32 amplitude-silhouette-2-1 norm-2,-0.0034483963395912,1.255971333536837e-09,1.7948127651445026e-18,1046,"[0, 51, 268, 437, 663, 1046]",51.0
2996,channel-32 amplitude-silhouette-2-2 dim-1,0.0107418310453991,2.4957843696627776e-09,8.919403885876593e-18,1046,"[0, 51, 217, 404, 663, 1046]",51.0
2997,channel-32 amplitude-silhouette-2-2 dim-2,0.1135472076025537,2.8621301760283136e-10,3.897667266716971e-19,966,"[0, 164, 327, 660, 772, 1046]",112.0
2998,channel-32 amplitude-silhouette-2-2 norm-1,0.0105526148472883,2.781997387265609e-09,9.659328966953149e-18,1046,"[0, 51, 217, 429, 663, 1046]",51.0
2999,channel-32 amplitude-silhouette-2-2 norm-2,0.0184801188762695,2.564162757054417e-09,9.044844777618688e-18,1046,"[0, 51, 217, 404, 600, 1046]",51.0
3000,channel-32 life all max,0.0879049400876767,6.189204028821325e-06,1.190419204738094e-11,1046,"[0, 51, 217, 545, 671, 1046]",51.0
3001,channel-32 life all mean,0.0695249172430344,1.0746648862431238e-06,1.609628686178843e-13,1046,"[0, 113, 529, 681, 975, 1046]",71.0
3002,channel-32 life all std,0.0872526932583356,1.1871242142294987e-06,3.237648336757245e-13,1046,"[0, 51, 364, 537, 671, 1046]",51.0
3003,channel-32 life all sum,0.2802929087713224,6.032289201086495e-05,5.17969060029841e-10,1046,"[0, 199, 554, 682, 778, 1046]",96.0
3004,channel-32 life all norm-1,0.2802929087713224,6.032289201086495e-05,5.17969060029841e-10,1046,"[0, 199, 554, 682, 778, 1046]",96.0
3005,channel-32 life all norm-2,0.1018184821633287,1.1958358701474729e-05,2.2724047348092007e-11,1046,"[0, 137, 552, 682, 952, 1046]",94.0
3006,channel-32 life dim-1 max,0.0877071713995228,6.186788410458667e-06,1.1904268822831204e-11,1046,"[0, 51, 217, 545, 671, 1046]",51.0
3007,channel-32 life dim-1 mean,0.0608219306047479,1.1418778968163338e-06,1.8321552004405757e-13,1046,"[0, 113, 566, 682, 975, 1046]",71.0
3008,channel-32 life dim-1 std,0.1318708912079028,1.216378898688199e-06,3.43883266206374e-13,1046,"[0, 217, 404, 543, 671, 1046]",128.0
3009,channel-32 life dim-1 sum,0.2876402211754117,5.798272631641574e-05,4.792302215663684e-10,1046,"[0, 199, 552, 682, 798, 1046]",116.0
3010,channel-32 life dim-1 norm-1,0.2876402211754117,5.798272631641574e-05,4.792302215663684e-10,1046,"[0, 199, 552, 682, 798, 1046]",116.0
3011,channel-32 life dim-1 norm-2,0.1401517963688742,1.1864378026136007e-05,2.2358179004318548e-11,1046,"[0, 141, 552, 682, 917, 1046]",129.0
3012,channel-32 life dim-2 max,-0.0007418170566187,9.97943717773812e-07,9.306617707289632e-13,1037,"[0, 160, 521, 708, 984, 1046]",62.0
3013,channel-32 life dim-2 mean,0.0257441887008429,4.557979857571378e-07,1.755025484194381e-13,1037,"[0, 164, 303, 545, 682, 1046]",137.0
3014,channel-32 life dim-2 std,-0.0056694589728731,3.083210337472948e-07,1.3563570511407408e-13,986,"[0, 114, 526, 671, 822, 1046]",114.0
3015,channel-32 life dim-2 sum,-0.0388266768555089,2.340165694449213e-06,2.9879432435801226e-12,1037,"[0, 74, 541, 675, 868, 1046]",74.0
3016,channel-32 life dim-2 norm-1,-0.0388266768555089,2.340165694449213e-06,2.9879432435801226e-12,1037,"[0, 74, 541, 675, 868, 1046]",74.0
3017,channel-32 life dim-2 norm-2,0.0339486083885896,1.2490029560302064e-06,1.0453864806085849e-12,1037,"[0, 151, 523, 680, 827, 1046]",147.0
3018,channel-32 bd2 all max,0.1434551754361207,1.2771923249504585e-05,3.047610710068552e-11,1046,"[0, 93, 210, 502, 682, 1046]",93.0
3019,channel-32 bd2 all mean,0.1923887699578109,6.671979456924475e-06,5.1433278649672665e-12,1046,"[0, 125, 404, 487, 682, 1046]",83.0
3020,channel-32 bd2 all std,0.1483177164330063,1.9918205773242926e-06,1.2541738741677344e-12,1046,"[0, 126, 404, 513, 663, 1046]",109.0
3021,channel-32 bd2 all sum,0.2823608383782344,0.0003790137391346,2.0852921990982983e-08,1046,"[0, 125, 554, 682, 789, 1046]",107.0
3022,channel-32 bd2 all norm-1,0.2823608383782344,0.0003790137391346,2.0852921990982983e-08,1046,"[0, 125, 554, 682, 789, 1046]",107.0
3023,channel-32 bd2 all norm-2,0.3158172783849882,5.234995682526202e-05,3.3819075028635957e-10,1046,"[0, 198, 554, 682, 800, 1046]",118.0
3024,channel-32 bd2 dim-1 max,0.2427374757108011,1.1026956388527138e-05,2.255328159278017e-11,1046,"[0, 210, 404, 501, 684, 1046]",97.0
3025,channel-32 bd2 dim-1 mean,0.2023450395103721,6.40115749268462e-06,4.581219797878066e-12,1046,"[0, 140, 487, 673, 795, 1046]",122.0
3026,channel-32 bd2 dim-1 std,0.1792892196935303,1.7208458434610206e-06,1.019968160573887e-12,1046,"[0, 138, 404, 500, 681, 1046]",96.0
3027,channel-32 bd2 dim-1 sum,0.2989441881877607,0.0003293480939406,1.5874857085732607e-08,1046,"[0, 180, 554, 682, 822, 1046]",128.0
3028,channel-32 bd2 dim-1 norm-1,0.2989441881877607,0.0003293480939406,1.5874857085732607e-08,1046,"[0, 180, 554, 682, 822, 1046]",128.0
3029,channel-32 bd2 dim-1 norm-2,0.325993469001433,4.744640174746604e-05,2.7122053816425926e-10,1046,"[0, 197, 554, 682, 801, 1046]",119.0
3030,channel-32 bd2 dim-2 max,0.0924371664828801,1.184574665145091e-05,3.0475182252970693e-11,1037,"[0, 93, 404, 552, 682, 1046]",93.0
3031,channel-32 bd2 dim-2 mean,0.0891533643241868,9.31109227026985e-06,1.6832974933620814e-11,1037,"[0, 126, 506, 679, 902, 1046]",126.0
3032,channel-32 bd2 dim-2 std,0.0475803356319869,1.74820493616856e-06,2.365449443290985e-12,986,"[0, 93, 210, 501, 682, 1046]",93.0
3033,channel-32 bd2 dim-2 sum,0.0233594551282826,4.9665645193936505e-05,1.00775721401596e-09,1037,"[0, 176, 450, 599, 899, 1046]",147.0
3034,channel-32 bd2 dim-2 norm-1,0.0233594551282826,4.9665645193936505e-05,1.00775721401596e-09,1037,"[0, 176, 450, 599, 899, 1046]",147.0
3035,channel-32 bd2 dim-2 norm-2,0.0765068932968588,2.1258215484306785e-05,1.0445126011159235e-10,1037,"[0, 128, 404, 547, 671, 1046]",124.0
3036,channel-33 entropy dim-1,-0.0161228269813005,-0.3611251283042802,0.0019348145413597,1046,"[0, 119, 404, 580, 868, 1046]",119.0
3037,channel-33 entropy dim-2,0.0049580424249554,-0.1056926619592517,0.0025544626338428,984,"[0, 258, 420, 490, 727, 1046]",70.0
3038,channel-33 numberofpoints dim-1,-0.0020294885416498,54.367112810707454,192.1311279241036,73,"[0, 123, 388, 596, 831, 1046]",123.0
3039,channel-33 numberofpoints dim-2,0.0262603410685414,5.949330783938814,12.078769886649544,22,"[0, 120, 477, 724, 915, 1046]",120.0
3040,channel-33 amplitude-bottleneck dim-1,0.112019103971444,3.998214311610375e-06,4.468115771813902e-12,1046,"[0, 55, 483, 682, 887, 1046]",55.0
3041,channel-33 amplitude-bottleneck dim-2,-0.0286665460201549,6.654003972911366e-07,5.5793832353142e-13,1030,"[0, 118, 517, 688, 921, 1046]",118.0
3042,channel-33 amplitude-bottleneck norm-1,0.1239659485530772,4.663614708901512e-06,6.05058008533019e-12,1046,"[0, 48, 335, 682, 855, 1046]",48.0
3043,channel-33 amplitude-bottleneck norm-2,0.1117777270524676,4.099204435762869e-06,4.6506936062084795e-12,1046,"[0, 55, 483, 686, 887, 1046]",55.0
3044,channel-33 amplitude-wasserstein-1 dim-1,0.2222555058371568,3.288375341752766e-05,1.2837428850009707e-10,1046,"[0, 238, 554, 681, 855, 1046]",127.0
3045,channel-33 amplitude-wasserstein-1 dim-2,0.0017451706388573,1.4630542984315222e-06,1.2899792101095846e-12,1030,"[0, 58, 294, 684, 894, 1046]",58.0
3046,channel-33 amplitude-wasserstein-1 norm-1,0.2033825736008012,3.434680771595918e-05,1.4203645153705563e-10,1046,"[0, 352, 554, 682, 855, 1046]",128.0
3047,channel-33 amplitude-wasserstein-1 norm-2,0.2212953029807068,3.2929682697118e-05,1.2878118763744328e-10,1046,"[0, 238, 554, 682, 855, 1046]",128.0
3048,channel-33 amplitude-wasserstein-2 dim-1,0.1412929774265197,6.952385037725423e-06,7.37187717334809e-12,1046,"[0, 46, 480, 682, 887, 1046]",46.0
3049,channel-33 amplitude-wasserstein-2 dim-2,0.0311463414234917,8.059509203892217e-07,5.84317677753745e-13,1030,"[0, 52, 238, 684, 855, 1046]",52.0
3050,channel-33 amplitude-wasserstein-2 norm-1,0.1193166518866607,7.758335958114646e-06,1.0007177198025139e-11,1046,"[0, 52, 480, 682, 887, 1046]",52.0
3051,channel-33 amplitude-wasserstein-2 norm-2,0.1433198172821841,7.023072508600378e-06,7.617538225403485e-12,1046,"[0, 48, 487, 682, 887, 1046]",48.0
3052,channel-33 amplitude-betti-1 dim-1,0.2179740677250345,6.590842449173841e-05,5.17693763857549e-10,111,"[0, 215, 553, 682, 855, 1046]",129.0
3053,channel-33 amplitude-betti-1 dim-2,0.0037266991813206,2.9087620855603394e-06,5.491642183710465e-12,25,"[0, 145, 543, 727, 939, 1046]",107.0
3054,channel-33 amplitude-betti-1 norm-1,0.2163695479924937,6.881718657729875e-05,5.713551988269333e-10,612,"[0, 180, 553, 682, 855, 1046]",129.0
3055,channel-33 amplitude-betti-1 norm-2,0.2163385882558288,6.600252704994147e-05,5.192293628485206e-10,612,"[0, 238, 553, 682, 855, 1046]",129.0
3056,channel-33 amplitude-betti-2 dim-1,0.0831216087369557,0.0271348797458919,7.296952112335196e-05,764,"[0, 113, 569, 689, 888, 1046]",113.0
3057,channel-33 amplitude-betti-2 dim-2,0.0176335692089269,0.001882301812222,1.1700932174346167e-06,49,"[0, 41, 443, 686, 858, 1046]",41.0
3058,channel-33 amplitude-betti-2 norm-1,0.1118015502930097,0.029017181558114,7.943705847372213e-05,1025,"[0, 97, 559, 684, 867, 1046]",97.0
3059,channel-33 amplitude-betti-2 norm-2,0.0023574555316439,0.0272225377396541,7.291664310163507e-05,1025,"[0, 102, 305, 594, 878, 1046]",102.0
3060,channel-33 amplitude-landscape-1-1 dim-1,0.1086927977093498,2.4040586657264752e-11,7.095170993229474e-22,1046,"[0, 172, 483, 682, 887, 1046]",159.0
3061,channel-33 amplitude-landscape-1-1 dim-2,0.1248511704529475,1.1443547995837365e-12,8.500851452814763e-24,972,"[0, 52, 170, 684, 855, 1046]",52.0
3062,channel-33 amplitude-landscape-1-1 norm-1,0.0937244741226708,2.5184941456848488e-11,7.6920974044816485e-22,1046,"[0, 156, 483, 682, 887, 1046]",156.0
3063,channel-33 amplitude-landscape-1-1 norm-2,0.080352134979332,2.4160102994408988e-11,7.135624692655461e-22,1046,"[0, 124, 483, 682, 887, 1046]",124.0
3064,channel-33 amplitude-landscape-1-2 dim-1,0.0583716336364293,3.4372810165591206e-11,1.2058190732697864e-21,1046,"[0, 46, 480, 682, 887, 1046]",46.0
3065,channel-33 amplitude-landscape-1-2 dim-2,0.1346421691419553,1.2176842234078348e-12,9.089733678113206e-24,972,"[0, 59, 196, 700, 855, 1046]",59.0
3066,channel-33 amplitude-landscape-1-2 norm-1,0.0590545013228089,3.5590494388999045e-11,1.3003573653836014e-21,1046,"[0, 46, 480, 682, 887, 1046]",46.0
3067,channel-33 amplitude-landscape-1-2 norm-2,0.0590044221846307,3.445634714488397e-11,1.2106376986493237e-21,1046,"[0, 46, 480, 682, 887, 1046]",46.0
3068,channel-33 amplitude-landscape-2-1 dim-1,0.0789732383029795,7.708586778964653e-09,3.6317115456324177e-17,1046,"[0, 61, 483, 682, 887, 1046]",61.0
3069,channel-33 amplitude-landscape-2-1 dim-2,-0.01933211013994,6.401126191105182e-10,1.3876759566065309e-18,972,"[0, 117, 505, 697, 903, 1046]",117.0
3070,channel-33 amplitude-landscape-2-1 norm-1,0.124479590319569,8.348699398075173e-09,4.2404793134702603e-17,1046,"[0, 172, 480, 682, 887, 1046]",159.0
3071,channel-33 amplitude-landscape-2-1 norm-2,0.0808101105422839,7.787355165829582e-09,3.6893169298767874e-17,1046,"[0, 55, 483, 682, 887, 1046]",55.0
3072,channel-33 amplitude-landscape-2-2 dim-1,0.090268059050398,8.757194178892534e-09,4.3774412481135946e-17,1046,"[0, 46, 480, 682, 887, 1046]",46.0
3073,channel-33 amplitude-landscape-2-2 dim-2,0.0717677698550646,6.51665119175043e-10,1.4051964559581206e-18,972,"[0, 59, 222, 684, 855, 1046]",59.0
3074,channel-33 amplitude-landscape-2-2 norm-1,0.0901644211341048,9.408859298067577e-09,5.1045116237167066e-17,1046,"[0, 46, 480, 682, 887, 1046]",46.0
3075,channel-33 amplitude-landscape-2-2 norm-2,0.0917139733904924,8.825589254421484e-09,4.440095615378608e-17,1046,"[0, 46, 480, 682, 887, 1046]",46.0
3076,channel-33 amplitude-silhouette-1-1 dim-1,0.0839699619488734,5.486036862878752e-12,8.399046663629977e-23,1046,"[0, 172, 480, 682, 887, 1046]",159.0
3077,channel-33 amplitude-silhouette-1-1 dim-2,0.0195476554442622,7.2644394465867e-13,5.5844619177037945e-24,972,"[0, 59, 195, 456, 799, 1046]",59.0
3078,channel-33 amplitude-silhouette-1-1 norm-1,0.08915002146371,6.212480807537423e-12,9.798729874609896e-23,1046,"[0, 172, 480, 686, 887, 1046]",159.0
3079,channel-33 amplitude-silhouette-1-1 norm-2,0.0867417572845513,5.729667166871247e-12,8.736805415391497e-23,1046,"[0, 172, 480, 686, 887, 1046]",159.0
